program_id,organization_name,organization_type,sport_type,program_name,program_type,skill_level,address_street,address_city,address_state,address_zip,county,metro_area,latitude,longitude,phone,email,contact_name,director_name,website,social_media_facebook,social_media_instagram,age_min,age_max,age_groups,gender,team_based,season,registration_fee,monthly_fee,annual_fee,scholarship_available,scholarship_percentage,equipment_provided,transportation_provided,reviews_text,average_rating,review_count,verified,data_source,last_verified,notes,keywords_long_tail,facility_type,facility_amenities,coaches_available,certifications,parent_involvement,cost
south_carolina_united_football_club_soccer_south_carolina_unite,South Carolina United Football Club,Club,soccer,South Carolina United FC,Academy,Competitive,494 Greenlawn Dr,Columbia,South Carolina,29209,Richland,Columbia,,,(803) 794-5050,admin@scunitedfc.com,Contact Person,,www.scunitedfc.com,facebook.com/scunitedfc,instagram.com/scunitedfc,6,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competitive training and tournaments.,Unknown,Unknown,,,,,$275
columbia_soccer_soccer_columbia_soccer_club,Columbia Soccer,Nonprofit,soccer,Columbia Soccer Club,Clinics,All Levels,1325 Key Rd,Columbia,South Carolina,29205,Richland,Columbia,,,(803) 256-8600,info@columbiasoccerclub.org,Contact Person,,www.columbiasoccerclub.org,facebook.com/columbiasoccerclub,Unknown,5,14,Unknown,Unknown,Unknown,Fall/Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Skills clinics focusing on individual development.,Unknown,Unknown,,,,,$200
salt_lake_united_soccer_club_soccer_salt_lake_united,Salt Lake United Soccer Club,Club,soccer,Salt Lake United,Academy,Competitive,2150 S 600 W,Salt Lake City,Utah,84115,Salt Lake,Salt Lake City,,,(385) 355-2137,info@saltlakeunited.org,Contact Person,,www.saltlakeunited.org,facebook.com/saltlakeunited,instagram.com/saltlakeunited,7,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Year-round training for competitive players.,Unknown,Unknown,,,,,$325
real_salt_lake_soccer_real_salt_lake_youth,Real Salt Lake,Professional Club,soccer,Real Salt Lake Youth,Competitive Club,All Levels,9256 South State St,Sandy,Utah,84070,Salt Lake,Salt Lake City,,,(801) 727-2764,youthinfo@realsaltlake.com,Contact Person,,www.realsaltlake.com/youth,facebook.com/realsaltlake,instagram.com/realsaltlake,6,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competitive soccer pathways tied to the professional club.,Unknown,Unknown,,,,,Varies by level
tidewater_basketball_club_basketball_tidewater_basketball,Tidewater Basketball Club,Club,basketball,Tidewater Basketball Club,League,Competitive,1950 Jolly Rd,Virginia Beach,Virginia,23453,Virginia Beach City,Virginia Beach-Norfolk-Newport News,,,(757) 932-1845,contact@tidewaterbasketball.com,Contact Person,,www.tidewaterbasketball.com,facebook.com/TidewaterBasketball,instagram.com/tidewaterbasketball,7,18,Unknown,Unknown,Unknown,Fall/Winter,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competitive teams for various age groups.,Unknown,Unknown,,,,,$250
vb_youth_sports_basketball_virginia_beach_youth,VB Youth Sports,Nonprofit,basketball,Virginia Beach Youth Basketball,League,Recreational,4566 Virginia Beach Blvd,Virginia Beach,Virginia,23462,Virginia Beach,Virginia Beach-Norfolk-Newport News,,,(757) 385-0400,contact@vbyouthsports.org,Contact Person,,www.vbyouthsports.org,facebook.com/VBYSports,instagram.com/vbyouthsports,9,14,Unknown,Unknown,Unknown,Fall/Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Community-focused league promoting basic skills and teamwork.,Unknown,Unknown,,,,,$125
birmingham_parks_and_recreation_basketball_birmingham_basketbal,Birmingham Parks and Recreation,Government,basketball,Birmingham Basketball League,League,All Levels,2300 4th Ave N,Birmingham,Alabama,35203,Jefferson,Birmingham-Hoover,,,(205) 254-2740,parksrec@birminghamal.gov,Contact Person,,www.birminghamal.gov,facebook.com/birminghamparksandrec,instagram.com/bhamparksrec,7,17,Unknown,Unknown,Unknown,Winter/Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,"Sponsored by the city, providing competitive and recreational leagues.",Unknown,Unknown,,,,,$100
magic_city_basketball_basketball_magic_city_basketbal,Magic City Basketball,Nonprofit,basketball,Magic City Basketball Academy,Clinic,Competitive,3000 20th St S,Birmingham,Alabama,35209,Jefferson,Birmingham-Hoover,,,(205) 879-4070,info@magiccitybasketball.org,Contact Person,,www.magiccitybasketball.org,facebook.com/magiccitybasketball,instagram.com/magiccitybball,8,18,Unknown,Unknown,Unknown,Year-Round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on advanced skills and competition preparation.,Unknown,Unknown,,,,,$200
birmingham_ymca_basketball_ymca_youth_basketbal,Birmingham YMCA,Nonprofit,basketball,YMCA Youth Basketball Program,Clinic,All Levels,1721 1st Ave N,Birmingham,Alabama,35203,Jefferson,Birmingham-Hoover,,,(205) 322-9622,ymca@ymcabham.org,Contact Person,,www.ymcabham.org,facebook.com/ymcabham,instagram.com/ymcabham,4,16,Unknown,Unknown,Unknown,Winter/Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on teamwork and personal development.,Unknown,Unknown,,,,,$95
anchorage_parks_and_recreation_basketball_anchorage_basketball,Anchorage Parks and Recreation,Government,basketball,Anchorage Basketball Association,League,All Levels,1800 W 36th Ave,Anchorage,Alaska,99517,Anchorage,Anchorage,,,(907) 343-4355,parks@muni.org,Contact Person,,www.muni.org/Departments/parks,facebook.com/AnchorageParks,Unknown,8,18,Unknown,Unknown,Unknown,Winter,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Community-driven basketball league.,Unknown,Unknown,,,,,$100
score_basketball_basketball_score_basketball_aca,Score Basketball,Club,basketball,Score Basketball Academy,Clinic,All Levels,707 W 37th Ave,Anchorage,Alaska,99503,Anchorage,Anchorage,,,(907) 522-2496,info@scorebasketball.com,Contact Person,,www.scorebasketball.com,facebook.com/scorebasketball,instagram.com/scorebasketball,6,14,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on skill development for young athletes.,Unknown,Unknown,,,,,$120
"city_of_little_rock_multiple (basketball, soccer, football)_little_rock_parks_an",City of Little Rock,Government,"multiple (basketball, soccer, football)",Little Rock Parks and Recreation Sports Programs,League/Clinic,All Levels,500 W. Markham St.,Little Rock,Arkansas,72201,Pulaski,Little Rock,,,(501) 371-4770,parksrec@littlerock.gov,Contact Person,,www.littlerock.gov/parks,facebook.com/little.rock.parks,Unknown,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Provides a variety of team sports for youth,Unknown,Unknown,,,,,Varies by program
arkansas_youth_basketball_foundation_basketball_arkansas_youth_baske,Arkansas Youth Basketball Foundation,Nonprofit,basketball,Arkansas Youth Basketball Foundation,Clinic/League,All Levels,1024 Main St.,Little Rock,Arkansas,72202,Pulaski,Little Rock,,,(501) 666-2070,info@aybf.org,Contact Person,,www.aybf.org,facebook.com/aybf,Unknown,8,18,Unknown,Unknown,Unknown,Winter/Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on skill development and competition,Unknown,Unknown,,,,,$100
little_rock_rugby_club_rugby_little_rock_rugby_cl,Little Rock Rugby Club,Nonprofit,rugby,Little Rock Rugby Club Youth Program,League/Training,All Levels,4525 Asher Ave.,Little Rock,Arkansas,72204,Pulaski,Little Rock,,,(501) 663-6167,info@littlerockrugby.com,Contact Person,,www.littlerockrugby.com,facebook.com/littlerockrugby,Unknown,5,16,Unknown,Unknown,Unknown,Spring/Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Emphasis on teamwork and sportsmanship,Unknown,Unknown,,,,,$50
bridgeport_little_league_baseball/softball_bridgeport_little_le,Bridgeport Little League,Nonprofit,baseball/softball,Bridgeport Little League,League,All Levels,1236 East Main St.,Bridgeport,Connecticut,06608,Fairfield,Bridgeport,,,(203) 366-4210,bridgeportlittleleague@gmail.com,Contact Person,,www.bridgeportlittleleague.org,facebook.com/bridgeportlittleleague,Unknown,4,16,Unknown,Unknown,Unknown,Spring/Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Community-based youth baseball and softball organization,Unknown,Unknown,,,,,$100
bridgeport_basketball_academy_basketball_bridgeport_basketbal,Bridgeport Basketball Academy,Private,basketball,Bridgeport Basketball Academy,Clinic,All Levels,1776 Main St.,Bridgeport,Connecticut,06604,Fairfield,Bridgeport,,,(203) 332-9300,info@bridgeportbasketballacademy.com,Contact Person,,www.bridgeportbasketballacademy.com,facebook.com/basketballbridgeport,Unknown,7,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Skills training and competitive teams,Unknown,Unknown,,,,,$150
bridgeport_parks_and_recreation_football_bridgeport_flag_foot,Bridgeport Parks and Recreation,Government,football,Bridgeport Flag Football League,League,All Levels,999 Broad St.,Bridgeport,Connecticut,06604,Fairfield,Bridgeport,,,(203) 576-7200,parks@bridgeportct.gov,Contact Person,,www.bridgeportct.gov/parks,facebook.com/bridgeportparks,Unknown,5,14,Unknown,Unknown,Unknown,Fall/Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Non-contact youth football program,Unknown,Unknown,,,,,$75
"city_of_dover_multiple (soccer, basketball, etc.)_dover_parks_and_recr",City of Dover,Government,"multiple (soccer, basketball, etc.)",Dover Parks and Recreation Youth Programs,League/Clinic,All Levels,15 Loockerman Plaza,Dover,Delaware,19901,Kent,Dover,,,(302) 736-7030,parksandrec@dover.de.gov,Contact Person,,www.cityofdover.com/parks,Unknown,Unknown,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers a variety of sports programs for youth,Unknown,Unknown,,,,,Varies by program
dover_diamondbacks_football_dover_diamondbacks_y,Dover Diamondbacks,Nonprofit,football,Dover Diamondbacks Youth Football,League,All Levels,101 W. North St.,Dover,Delaware,19904,Kent,Dover,,,(302) 736-2882,info@doverdiamondbacks.com,Contact Person,,www.doverdiamondbacks.com,facebook.com/doverdiamondbacks,Unknown,6,14,Unknown,Unknown,Unknown,Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Emphasizing safety and skill development in youth football,Unknown,Unknown,,,,,$75
hawaii_baseball_academy_baseball_hawaii_baseball_acad,Hawaii Baseball Academy,Nonprofit,baseball,Hawaii Baseball Academy,Training & Clinics,All Levels,3250 Liliha Street,Honolulu,Hawaii,96816,Honolulu,Honolulu,,,(808) 848-3799,info@hawaiibaseballacademy.com,Contact Person,,www.hawaiibaseballacademy.com,facebook.com/hawaiibaseballacademy,instagram.com/hawaiibaseballacademy,6,18,Unknown,Unknown,Unknown,Year-Round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers training programs for youth players.,Unknown,Unknown,,,,,Varies by program
aloha_baseball_club_baseball_aloha_baseball,Aloha Baseball Club,Club,baseball,Aloha Baseball,Competitive League,Competitive,2253 N School St,Honolulu,Hawaii,96819,Honolulu,Honolulu,,,(808) 847-4567,info@alohabaseball.com,Contact Person,,www.alohabaseball.com,facebook.com/alohabaseball,instagram.com/alohabaseball,8,18,Unknown,Unknown,Unknown,Spring-Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on competitive youth baseball leagues.,Unknown,Unknown,,,,,$300+
oahu_american_little_league_baseball_oahu_american_little,Oahu American Little League,League,baseball,Oahu American Little League,Little League,All Levels,4340 Kaloa Street,Honolulu,Hawaii,96818,Honolulu,Honolulu,,,(808) 843-8742,league@oahulittleleague.com,Contact Person,,www.oahulittleleague.com,facebook.com/oahulittleleague,Unknown,4,16,Unknown,Unknown,Unknown,Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Promotes Little League baseball for all skill levels.,Unknown,Unknown,,,,,$150
idaho_sports_complex_baseball_idaho_sports_complex,Idaho Sports Complex,Facility,baseball,Idaho Sports Complex,Training & Clinics,All Levels,1285 S. Cole Rd,Boise,Idaho,83709,Ada,Boise,,,(208) 378-8745,info@idahosportscomplex.com,Contact Person,,www.idahosportscomplex.com,facebook.com/idahosportscomplex,Unknown,6,18,Unknown,Unknown,Unknown,Year-Round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Provides training clinics and camps for youth players.,Unknown,Unknown,,,,,Varies by program
boise_babe_ruth_league_baseball_boise_babe_ruth_base,Boise Babe Ruth League,League,baseball,Boise Babe Ruth Baseball,League,Competitive,Unknown,Boise,Idaho,Unknown,Ada,Boise,,,Unknown,Unknown,Contact Person,,www.boisebr.com,facebook.com/boisebr,Unknown,13,15,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Promotes competitive baseball for youth ages 13-15.,Unknown,Unknown,,,,,$200
des_moines_youth_baseball_baseball_des_moines_youth_bas,Des Moines Youth Baseball,Nonprofit,baseball,Des Moines Youth Baseball,League,All Levels,200 E. 28th Street,Des Moines,Iowa,50317,Polk,Des Moines,,,(515) 263-6000,info@dmyb.org,Contact Person,,www.dmyb.org,facebook.com/desmoinesbaseball,Unknown,5,12,Unknown,Unknown,Unknown,Spring-Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers recreational opportunities for youth baseball.,Unknown,Unknown,,,,,$150
central_iowa_baseball_academy_baseball_central_iowa_basebal,Central Iowa Baseball Academy,Academy,baseball,Central Iowa Baseball Academy,Training & Clinics,All Levels,5050 NE 14th St,Des Moines,Iowa,50313,Polk,Des Moines,,,(515) 334-5316,info@ciabaseball.com,Contact Person,,www.ciaball.com,facebook.com/centraliowabaseball,instagram.com/centraliowabaseball,7,18,Unknown,Unknown,Unknown,Year-Round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Provides skills training for all levels.,Unknown,Unknown,,,,,Varies by program
des_moines_american_baseball_baseball_des_moines_american_,Des Moines American Baseball,League,baseball,Des Moines American Baseball,Little League,Competitive,2016 SE 6th St,Des Moines,Iowa,50320,Polk,Des Moines,,,(515) 262-2122,info@dmabaseball.com,Contact Person,,www.dmabaseball.com,facebook.com/dmabaseball,Unknown,6,12,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Provides competitive little league baseball experiences.,Unknown,Unknown,,,,,$125
smoky_hill_soccer_club_soccer_smoky_hill_soccer_cl,Smoky Hill Soccer Club,Nonprofit,soccer,Smoky Hill Soccer Club,Recreational,All Levels,1901 N. Woodlawn Blvd,Wichita,Kansas,67208,Sedgwick,Wichita,,,(316) 265-1357,smokyhillsoccer@aol.com,Contact Person,,www.smokyhill.org,facebook.com/smokyhill,Unknown,4,18,Unknown,Unknown,Unknown,Spring & Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on fun and development through play.,Unknown,Unknown,,,,,Approximately $100
kentucky_youth_soccer_association_soccer_kentucky_youth_socce,Kentucky Youth Soccer Association,Nonprofit,soccer,Kentucky Youth Soccer,League,All Levels,1016 E. 3rd St. #200,Louisville,Kentucky,40204,Jefferson,Louisville,,,(502) 485-8145,info@kysoccer.net,Contact Person,,www.kysoccer.net,facebook.com/kentuckyyouthsoccer,Unknown,5,19,Unknown,Unknown,Unknown,Spring & Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Statewide organization for youth soccer development.,Unknown,Unknown,,,,,Varies
st._dominic_academy_basketball_st._dominic_academy_,St. Dominic Academy,Private School,basketball,St. Dominic Academy Basketball,Camp,All Levels,121 Baird Ave,Lewiston,Maine,04240,Androscoggin,Lewiston-Auburn,,,(207) 783-0333,info@sma.k12.me.us,Contact Person,,www.stdominicacademy.org,facebook.com/stdominicacademy,Unknown,6,18,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on skill improvement and sportsmanship.,Unknown,Unknown,,,,,$200
minneapolis_park_and_recreation_board_basketball_minneapolis_park_&_r,Minneapolis Park and Recreation Board,Government,basketball,Minneapolis Park & Recreation Board Youth Basketball,League,All Levels,2117 West River Road,Minneapolis,Minnesota,55411,Hennepin,Minneapolis-St. Paul,,,(612) 230-6400,minneapolisparks@minneapolismn.gov,Contact Person,,www.minneapolisparks.org,facebook.com/minneapolisparks,instagram.com/minneapolisparks,5,16,Unknown,Unknown,Unknown,Winter,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Encourages youth participation in sports.,Unknown,Unknown,,,,,$90
northside_achievement_zone_basketball_northside_youth_spor,Northside Achievement Zone,Nonprofit,basketball,Northside Youth Sports,League,All Levels,2100 Plymouth Ave N,Minneapolis,Minnesota,55411,Hennepin,Minneapolis-St. Paul,,,(612) 643-2065,kinks@northsideachievement.org,Contact Person,,www.naz.org,facebook.com/NorthsideAchievementZone,Unknown,6,14,Unknown,Unknown,Unknown,Year-Round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Aims to improve educational outcomes through sports.,Unknown,Unknown,,,,,$50
city_of_jackson_basketball_jackson_youth_basket,City of Jackson,Government,basketball,Jackson Youth Basketball League,League,All Levels,200 S President St,Jackson,Mississippi,39201,Hinds,Jackson,,,(601) 960-1080,parks@jacksonms.gov,Contact Person,,www.jacksonms.gov,facebook.com/jacksonmsparks,Unknown,5,14,Unknown,Unknown,Unknown,Winter,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Community-based program promoting teamwork.,Unknown,Unknown,,,,,$50
mississippi_sports_hall_of_fame_basketball_mississippi_sports_h,Mississippi Sports Hall of Fame,Nonprofit,basketball,Mississippi Sports Hall of Fame and Museum Basketball Clinics,Clinic,All Levels,1152 Lakeland Dr,Jackson,Mississippi,39216,Hinds,Jackson,,,(601) 982-8264,info@msfame.com,Contact Person,,www.msfame.com,facebook.com/msfame,instagram.com/msfame,8,18,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on skill development and sportsmanship.,Unknown,Unknown,,,,,$150
mississippi_high_school_activities_association_basketball_the_mhsaa_basketball,Mississippi High School Activities Association,Organization,basketball,The MHSAA Basketball Championships,Tournament,High School,900 S. Pear Orchard Rd,Jackson,Mississippi,39208,Madison,Jackson,,,(601) 924-6400,info@mhsaa.com,Contact Person,,www.mhsaa.com,facebook.com/mhsaa,Unknown,14,18,Unknown,Unknown,Unknown,Winter,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Championship tournament for high school teams.,Unknown,Unknown,,,,,Varies
kansas_city_parks_and_recreation_various sports_kansas_city_parks_an,Kansas City Parks and Recreation,Government,various sports,Kansas City Parks and Recreation Youth Sports,League,All Levels,4600 East 63rd St,Kansas City,Missouri,64130,Jackson,Kansas City,,,(816) 513-7500,parksandrec@kcmo.org,Contact Person,,www.kcmo.gov/youthsports,facebook.com/kcparks,instagram.com/kcparks,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers leagues and clinics in various sports.,Unknown,Unknown,,,,,Varies by sport
